run_id,timestamp,model,strategy,module,function_name,fn_id,source_file,line_start,line_end,source_hash,phase,attempt,error_category,error_subcategory,error_message,error_hash,artifact_disposition,raw_artifact_path
run-20260901T031236.570959Z,2026-09-01T03:16:08.787264+00:00,qwen_coder_3b,zero_shot,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,109,197,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException if dischargeDate must be after admitDate: TypeError: expect(...).rejects.toThrowError is not a function,b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1.txt
run-20260901T031236.570959Z,2026-09-01T03:16:08.787264+00:00,qwen_coder_3b,zero_shot,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,109,197,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException if dischargeDate must be after transferDate: TypeError: expect(...).rejects.toThrowError is not a function,b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1.txt
run-20260901T031236.570959Z,2026-09-01T03:16:08.787264+00:00,qwen_coder_3b,zero_shot,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,109,197,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException if ADT A08 encounters cannot have status transitions: TypeError: expect(...).rejects.toThrowError is not a function,b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1.txt
run-20260901T031236.570959Z,2026-09-01T03:16:08.787264+00:00,qwen_coder_3b,zero_shot,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,109,197,04a941d1,jest,1,jest,unknown,should update encounter status and save it: NotFoundException: Encounter with id 1 not found,b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\b3325981cbafb30183f159340bcdaeb28c51917932d441c93aa43f7b9bee34f1.txt
run-20260901T031236.570959Z,2026-09-01T03:18:02.951156+00:00,qwen_coder_3b,zero_shot,encounter,transitionEncounterStatus,FN_transitionEncounterStatus_END,src/encounter/encounter.service.ts,109,197,04a941d1,jest,2,jest,assertion_failure,"should throw BadRequestException if invalid status transition: Error: expect(received).rejects.toThrow(expected)

Expected message: ""Invalid status transition from ADMITTED to DISCHARGED""
Received message: ""Encounter with id 1 not found""

    [0m [90m 102 |[39m     [36mconst[39m encounter [33m=[39m [36mawait[39m [36mthis[39m[33m.[39mencounterRepository[33m.[39mfindById(id)[33m;[39m
     [90m 103 |[39m     [36mif[39m ([33m![39mencounter) {
    [31m[1m>[22m[39m[90m 104 ",07824641369a1e40a21a0a7da15a8dbc6a6d8f086913e155900921bced598729,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\07824641369a1e40a21a0a7da15a8dbc6a6d8f086913e155900921bced598729.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.148084+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException for A01 with missing fields: TypeError: expect(...).rejects.toThrowError is not a function,ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.148084+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should create a new patient and encounter for A01: TypeError: Cannot read properties of undefined (reading 'id'),ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.148084+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should update an existing patient and encounter for A01: TypeError: Cannot read properties of undefined (reading 'id'),ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.148084+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException for A02 with missing fields: TypeError: expect(...).rejects.toThrowError is not a function,ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.148084+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should find an active encounter and update it for A02: TypeError: Cannot read properties of undefined (reading 'id'),ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.156147+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException for A03 with missing fields: TypeError: expect(...).rejects.toThrowError is not a function,ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.156147+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should find an active encounter and update it for A03: TypeError: Cannot read properties of undefined (reading 'id'),ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.157766+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException for A08 with missing fields: TypeError: expect(...).rejects.toThrowError is not a function,ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.158781+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should update an existing patient and encounter for A08: TypeError: Cannot read properties of undefined (reading 'id'),ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:20:08.159737+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,1,jest,runtime_error,should throw BadRequestException for unsupported ADT type: TypeError: expect(...).rejects.toThrowError is not a function,ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\ad77a286d9b730659c0b694c3f2cc73cc4ad3ffdb2584311e9914da651307192.txt
run-20260901T031236.570959Z,2026-09-01T03:23:23.679379+00:00,qwen_coder_3b,zero_shot,encounter,processAdtMessage,FN_processAdtMessage_END,src/encounter/encounter.service.ts,199,317,04a941d1,jest,2,jest,runtime_error,should update an existing patient and encounter for A08: TypeError: Cannot read properties of undefined (reading 'id'),d60986dbcb5c510f06acec60d4e43507481e30d6ceb3292ef7bbaf61f093ea2c,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\d60986dbcb5c510f06acec60d4e43507481e30d6ceb3292ef7bbaf61f093ea2c.txt
run-20260901T031236.570959Z,2026-09-01T03:24:23.595461+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,jest,1,jest,unknown,"C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\corpus\src\encounter\encounter.service.ts:6126
      throw new common_1.BadRequestException('Cannot update a discharged encounter');
            ^

[BadRequestException: Cannot update a discharged encounter] {
  response: {
    message: 'Cannot update a discharged encounter',
    error: 'Bad Request',
    statusCode: 400
  },
  status: 400,
  options: {}
}

Node.js v18.16.0",3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649.txt
run-20260901T031236.570959Z,2026-09-01T03:24:23.595461+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,repair,1,repair,unparseable_failure,0 failures parsed from Jest output; whole-file repair is disabled for this attempt.,2ca322236f16007840cf7e8abfbc15162da7933dc8752f1c6a0b9c76d3d03702,,
run-20260901T031236.570959Z,2026-09-01T03:24:26.673131+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,jest,2,jest,unknown,"C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\corpus\src\encounter\encounter.service.ts:6126
      throw new common_1.BadRequestException('Cannot update a discharged encounter');
            ^

[BadRequestException: Cannot update a discharged encounter] {
  response: {
    message: 'Cannot update a discharged encounter',
    error: 'Bad Request',
    statusCode: 400
  },
  status: 400,
  options: {}
}

Node.js v18.16.0",3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649.txt
run-20260901T031236.570959Z,2026-09-01T03:24:26.673131+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,repair,2,repair,unparseable_failure,0 failures parsed from Jest output; whole-file repair is disabled for this attempt.,2ca322236f16007840cf7e8abfbc15162da7933dc8752f1c6a0b9c76d3d03702,,
run-20260901T031236.570959Z,2026-09-01T03:24:29.734250+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,jest,3,jest,unknown,"C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\corpus\src\encounter\encounter.service.ts:6126
      throw new common_1.BadRequestException('Cannot update a discharged encounter');
            ^

[BadRequestException: Cannot update a discharged encounter] {
  response: {
    message: 'Cannot update a discharged encounter',
    error: 'Bad Request',
    statusCode: 400
  },
  status: 400,
  options: {}
}

Node.js v18.16.0",3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649.txt
run-20260901T031236.570959Z,2026-09-01T03:24:29.734250+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,repair,3,repair,unparseable_failure,0 failures parsed from Jest output; whole-file repair is disabled for this attempt.,2ca322236f16007840cf7e8abfbc15162da7933dc8752f1c6a0b9c76d3d03702,,
run-20260901T031236.570959Z,2026-09-01T03:24:32.834752+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,jest,4,jest,unknown,"C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\corpus\src\encounter\encounter.service.ts:6126
      throw new common_1.BadRequestException('Cannot update a discharged encounter');
            ^

[BadRequestException: Cannot update a discharged encounter] {
  response: {
    message: 'Cannot update a discharged encounter',
    error: 'Bad Request',
    statusCode: 400
  },
  status: 400,
  options: {}
}

Node.js v18.16.0",3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649.txt
run-20260901T031236.570959Z,2026-09-01T03:24:32.834752+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,repair,4,repair,unparseable_failure,0 failures parsed from Jest output; whole-file repair is disabled for this attempt.,2ca322236f16007840cf7e8abfbc15162da7933dc8752f1c6a0b9c76d3d03702,,
run-20260901T031236.570959Z,2026-09-01T03:24:35.932809+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,jest,5,jest,unknown,"C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\corpus\src\encounter\encounter.service.ts:6126
      throw new common_1.BadRequestException('Cannot update a discharged encounter');
            ^

[BadRequestException: Cannot update a discharged encounter] {
  response: {
    message: 'Cannot update a discharged encounter',
    error: 'Bad Request',
    statusCode: 400
  },
  status: 400,
  options: {}
}

Node.js v18.16.0",3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\3ecd8fd5ca572278af5b523fcbd9194886e70ab1adc370c43fbd4cd96894d649.txt
run-20260901T031236.570959Z,2026-09-01T03:24:35.932809+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,repair,5,repair,max_repairs_exceeded,Runtime repair exhausted MAX_RUNTIME_REPAIRS=5 attempts,07669857ffb0ce3ee50e620aaa2bdb3e306e87699a96b0b0862427652773b240,,
run-20260901T031236.570959Z,2026-09-01T03:24:35.935415+00:00,qwen_coder_3b,zero_shot,encounter,updateEncounter,FN_updateEncounter_END,src/encounter/encounter.service.ts,319,363,04a941d1,pipeline,,pipeline,rollback,Function 'updateEncounter' failed irrecoverably; rolled back to the last known-good snapshot.,74a3e3d314a242c26c3d62e5e7229e64c7a4cf10eff37481af0d96931290ac9c,restored,
run-20260901T031236.570959Z,2026-09-01T03:25:13.795331+00:00,qwen_coder_3b,zero_shot,encounter,buildEncounterSummary,FN_buildEncounterSummary_END,src/encounter/encounter.service.ts,365,439,04a941d1,jest,1,jest,unknown,should build an encounter summary with no abnormal results and no risk flag: NotFoundException: Encounter with id 1 not found,0f391c0d58af33a206357df1fa3bd6f956de49fac495da3ab0edbbe4ca9accc4,,C:\Users\cdbaz\OneDrive\Documentos\Projetos\usp\tcc\health-microservice-corpus\experiments\logs\errors\run-20260901T031236.570959Z\0f391c0d58af33a206357df1fa3bd6f956de49fac495da3ab0edbbe4ca9accc4.txt
